"Especie","Nome_Comum","Categoria"
"Spinus magellanicus","pintassilgo","Pouco Preocupante"
"Cyanophonia cyanocephala","gaturamo-rei","Pouco Preocupante"
"Chlorophonia cyanea","gaturamo-bandeira","Pouco Preocupante"
"Euphonia plumbea","gaturamo-miudo","Pouco Preocupante"
"Euphonia chlorotica","fim-fim","Pouco Preocupante"
"Euphonia finschi","gaturamo-capim","Pouco Preocupante"
"Euphonia chrysopasta","gaturamo-verde","Pouco Preocupante"
"Euphonia minuta","gaturamo-de-barriga-branca","Pouco Preocupante"
"Euphonia chalybea","cais-cais","Quase Ameaçada"
"Euphonia violacea","gaturamo-verdadeiro","Pouco Preocupante"
"Euphonia laniirostris","gaturamo-de-bico-grosso","Pouco Preocupante"
"Euphonia xanthogaster","fim-fim-grande","Pouco Preocupante"
"Euphonia cayennensis","gaturamo-preto","Pouco Preocupante"
"Euphonia rufiventris","gaturamo-do-norte","Pouco Preocupante"
"Euphonia pectoralis","ferro-velho","Pouco Preocupante"
"Ammodramus humeralis","tico-tico-do-campo","Pouco Preocupante"
"Ammodramus aurifrons","cigarrinha-do-campo","Pouco Preocupante"
"Arremonops conirostris","tico-tico-cantor","Pouco Preocupante"
"Arremon taciturnus","tico-tico-de-bico-preto","Pouco Preocupante"
"Arremon franciscanus","tico-tico-do-sao-francisco","Quase Ameaçada"
"Arremon semitorquatus","tico-tico-do-mato","Pouco Preocupante"
"Arremon flavirostris","tico-tico-de-bico-amarelo","Pouco Preocupante"
"Arremon polionotus","tico-tico-de-costas-cinza",NA
"Zonotrichia capensis","tico-tico","Pouco Preocupante"
"Atlapetes personatus","tico-tico-do-tepui","Pouco Preocupante"
"Dolichonyx oryzivorus","triste-pia","Pouco Preocupante"
"Sturnella magna","pedro-ceroulo","Pouco Preocupante"
"Leistes militaris","policia-inglesa-do-norte","Pouco Preocupante"
"Leistes superciliaris","policia-inglesa-do-sul","Pouco Preocupante"
"Leistes defilippii","peito-vermelho-grande","Vulnerável"
"Psarocolius angustifrons","japu-pardo","Pouco Preocupante"
"Psarocolius decumanus","japu","Pouco Preocupante"
"Psarocolius viridis","japu-verde","Pouco Preocupante"
"Psarocolius bifasciatus","japuguacu","Pouco Preocupante"
"Cacicus solitarius","irauna-de-bico-branco",NA
"Cacicus chrysopterus","tecelao","Pouco Preocupante"
"Cacicus cela","xexeu","Pouco Preocupante"
"Cacicus latirostris","japu-de-rabo-verde","Pouco Preocupante"
"Cacicus haemorrhous","guaxe","Pouco Preocupante"
"Cacicus oseryi","japu-de-capacete","Pouco Preocupante"
"Icterus croconotus","joao-pinto","Pouco Preocupante"
"Icterus jamacaii","corrupiao","Pouco Preocupante"
"Icterus pyrrhopterus","encontro","Pouco Preocupante"
"Icterus chrysocephalus","rouxinol-do-rio-negro","Pouco Preocupante"
"Icterus cayanensis","inhapim","Pouco Preocupante"
"Icterus galbula","corrupiao-de-baltimore","Pouco Preocupante"
"Icterus nigrogularis","joao-pinto-amarelo","Pouco Preocupante"
"Molothrus rufoaxillaris","chupim-azeviche","Pouco Preocupante"
"Molothrus oryzivorus","irauna-grande","Pouco Preocupante"
"Molothrus bonariensis","chupim","Pouco Preocupante"
"Quiscalus lugubris","irauna-do-norte","Pouco Preocupante"
"Lampropsar tanagrinus","irauna-velada","Pouco Preocupante"
"Gymnomystax mexicanus","irataua-grande","Pouco Preocupante"
"Macroagelaius imthurni","irauna-da-guiana","Pouco Preocupante"
"Amblyramphus holosericeus","cardeal-do-banhado","Pouco Preocupante"
"Anumara forbesi","anumara","Em Perigo"
"Gnorimopsar chopi","passaro-preto","Pouco Preocupante"
"Agelaioides badius","asa-de-telha","Pouco Preocupante"
"Agelaioides fringillarius","asa-de-telha-palido","Pouco Preocupante"
"Agelasticus thilius","sargento","Pouco Preocupante"
"Agelasticus atroolivaceus","carretao","Pouco Preocupante"
"Agelasticus cyanopus","carretao-do-oeste",NA
"Chrysomus ruficapillus","garibaldi","Pouco Preocupante"
"Chrysomus icterocephalus","irataua-pequeno","Pouco Preocupante"
"Xanthopsar flavus","veste-amarela","Vulnerável"
"Pseudoleistes guirahuro","chupim-do-brejo","Pouco Preocupante"
"Pseudoleistes virescens","dragao","Pouco Preocupante"
"Parkesia noveboracensis","abana-rabo-de-baixada","Pouco Preocupante"
"Parkesia motacilla","abana-rabo-da-serra",NA
"Mniotilta varia","mariquita-riscadinha",NA
"Leiothlypis peregrina","mariquita-do-tenessi",NA
"Geothlypis aequinoctialis","pia-cobra","Pouco Preocupante"
"Setophaga ruticilla","mariquita-de-rabo-vermelho","Pouco Preocupante"
"Setophaga cerulea","mariquita-azul","Vulnerável"
"Setophaga pitiayumi","mariquita","Pouco Preocupante"
"Setophaga fusca","mariquita-papo-de-fogo","Pouco Preocupante"
"Setophaga petechia","mariquita-amarela","Pouco Preocupante"
"Setophaga striata","mariquita-de-perna-clara","Pouco Preocupante"
"Setophaga virens","mariquita-de-garganta-preta","Pouco Preocupante"
"Myiothlypis leucophrys","pula-pula-de-sobrancelha","Pouco Preocupante"
"Myiothlypis flaveola","canario-do-mato","Pouco Preocupante"
"Myiothlypis leucoblephara","pula-pula-assobiador","Pouco Preocupante"
"Myiothlypis fulvicauda","pula-pula-de-cauda-avermelhada","Pouco Preocupante"
"Myiothlypis rivularis","pula-pula-ribeirinho","Pouco Preocupante"
"Myiothlypis bivittata","pula-pula-de-duas-fitas","Pouco Preocupante"
"Myiothlypis mesoleuca","pula-pula-da-guiana",NA
"Basileuterus culicivorus","pula-pula","Pouco Preocupante"
"Myioborus miniatus","mariquita-cinza","Pouco Preocupante"
"Myioborus castaneocapilla","mariquita-de-cabeca-parda","Pouco Preocupante"
"Mitrospingus oleagineus","pipira-olivacea","Pouco Preocupante"
"Lamprospiza melanoleuca","pipira-de-bico-vermelho","Pouco Preocupante"
"Orthogonys chloricterus","catirumbava","Pouco Preocupante"
"Piranga flava","sanhaco-de-fogo","Pouco Preocupante"
"Piranga lutea","sanhaco-montano",NA
"Piranga rubra","sanhaco-vermelho","Pouco Preocupante"
"Piranga olivacea","sanhaco-escarlate","Pouco Preocupante"
"Piranga leucoptera","sanhaco-de-asa-branca","Pouco Preocupante"
"Habia rubra","tie-do-mato-grosso","Pouco Preocupante"
"Habia rubica","tie-de-bando","Pouco Preocupante"
"Pheucticus aureoventris","rei-do-bosque","Pouco Preocupante"
"Pheucticus ludovicianus","bico-grosso-de-peito-rosa",NA
"Granatellus pelzelni","policia-do-mato","Pouco Preocupante"
"Caryothraustes canadensis","furriel-do-norte",NA
"Caryothraustes brasiliensis","furriel","Pouco Preocupante"
"Periporphyrus erythromelas","bicudo-encarnado","Pouco Preocupante"
"Amaurospiza moesta","negrinho-do-mato","Pouco Preocupante"
"Cyanoloxia rothschildii","azulao-da-amazonia","Pouco Preocupante"
"Cyanoloxia glaucocaerulea","azulinho","Pouco Preocupante"
"Cyanoloxia brissonii","azulao","Pouco Preocupante"
"Spiza americana","papa-capim-americano","Pouco Preocupante"
"Charitospiza eucosma","mineirinho","Quase Ameaçada"
"Parkerthraustes humeralis","furriel-de-encontro","Pouco Preocupante"
"Orchesticus abeillei","sanhaco-pardo","Quase Ameaçada"
"Nemosia pileata","saira-de-chapeu-preto","Pouco Preocupante"
"Nemosia rourei","saira-apunhalada","Em Perigo Crítico"
"Cyanicterus cyanicterus","pipira-azul","Pouco Preocupante"
"Compsothraupis loricata","tie-cabure","Pouco Preocupante"
"Coryphaspiza melanotis","tico-tico-de-mascara-negra","Vulnerável"
"Embernagra platensis","sabia-do-banhado","Pouco Preocupante"
"Embernagra longicauda","rabo-mole-da-serra","Pouco Preocupante"
"Emberizoides herbicola","canario-do-campo","Pouco Preocupante"
"Emberizoides ypiranganus","canario-do-brejo","Pouco Preocupante"
"Rhopospina fruticeti","canario-andino-negro","Pouco Preocupante"
"Porphyrospiza caerulescens","campainha-azul","Quase Ameaçada"
"Chlorophanes spiza","sai-verde","Pouco Preocupante"
"Hemithraupis flavicollis","saira-galega","Pouco Preocupante"
"Hemithraupis guira","saira-de-papo-preto","Pouco Preocupante"
"Hemithraupis ruficapilla","saira-ferrugem","Pouco Preocupante"
"Tersina viridis","sai-andorinha","Pouco Preocupante"
"Cyanerpes nitidus","sai-de-bico-curto","Pouco Preocupante"
"Cyanerpes caeruleus","sai-de-perna-amarela","Pouco Preocupante"
"Cyanerpes cyaneus","saira-beija-flor","Pouco Preocupante"
"Dacnis albiventris","sai-de-barriga-branca","Pouco Preocupante"
"Dacnis nigripes","sai-de-pernas-pretas","Quase Ameaçada"
"Dacnis flaviventer","sai-amarela","Pouco Preocupante"
"Dacnis cayana","sai-azul","Pouco Preocupante"
"Dacnis lineata","sai-de-mascara-preta","Pouco Preocupante"
"Saltatricula atricollis","batuqueiro","Pouco Preocupante"
"Saltatricula multicolor","batuqueiro-chaquenho",NA
"Saltator maximus","tempera-viola","Pouco Preocupante"
"Saltator coerulescens","trinca-ferro-gonga","Pouco Preocupante"
"Saltator similis","trinca-ferro","Pouco Preocupante"
"Saltator maxillosus","bico-grosso","Pouco Preocupante"
"Saltator aurantiirostris","bico-duro","Pouco Preocupante"
"Saltator grossus","bico-encarnado","Pouco Preocupante"
"Saltator fuliginosus","bico-de-pimenta","Pouco Preocupante"
"Coereba flaveola","cambacica","Pouco Preocupante"
"Asemospiza obscura","cigarra-parda","Pouco Preocupante"
"Asemospiza fuliginosa","cigarra-preta","Pouco Preocupante"
"Volatinia jacarina","tiziu","Pouco Preocupante"
"Conothraupis speculigera","tie-preto-e-branco","Quase Ameaçada"
"Conothraupis mesoleuca","tie-bicudo","Em Perigo Crítico"
"Eucometis penicillata","pipira-da-taoca","Pouco Preocupante"
"Trichothraupis melanops","tie-de-topete","Pouco Preocupante"
"Loriotus luctuosus","tem-tem-de-dragona-branca","Pouco Preocupante"
"Loriotus cristatus","tie-galo","Pouco Preocupante"
"Loriotus rufiventer","tem-tem-de-crista-amarela","Pouco Preocupante"
"Coryphospingus pileatus","tico-tico-rei-cinza","Pouco Preocupante"
"Coryphospingus cucullatus","tico-tico-rei","Pouco Preocupante"
"Maschalethraupis surinamus","tem-tem-de-topete-ferrugineo","Pouco Preocupante"
"Lanio versicolor","pipira-de-asa-branca","Pouco Preocupante"
"Lanio fulvus","pipira-parda","Pouco Preocupante"
"Tachyphonus phoenicius","tem-tem-de-dragona-vermelha","Pouco Preocupante"
"Tachyphonus rufus","pipira-preta","Pouco Preocupante"
"Tachyphonus coronatus","tie-preto","Pouco Preocupante"
"Ramphocelus bresilia","tie-sangue","Pouco Preocupante"
"Ramphocelus nigrogularis","pipira-de-mascara","Pouco Preocupante"
"Ramphocelus carbo","pipira-vermelha","Pouco Preocupante"
"Sporophila lineola","bigodinho","Pouco Preocupante"
"Sporophila frontalis","pixoxo","Vulnerável"
"Sporophila falcirostris","cigarrinha-do-sul","Vulnerável"
"Sporophila schistacea","cigarrinha-do-norte","Pouco Preocupante"
"Sporophila intermedia","papa-capim-cinza","Pouco Preocupante"
"Sporophila plumbea","patativa","Pouco Preocupante"
"Sporophila beltoni","patativa-tropeira","Vulnerável"
"Sporophila americana","coleiro-do-norte","Pouco Preocupante"
"Sporophila murallae","papa-capim-de-caqueta","Pouco Preocupante"
"Sporophila collaris","coleiro-do-brejo","Pouco Preocupante"
"Sporophila bouvronides","estrela-do-norte","Pouco Preocupante"
"Sporophila luctuosa","papa-capim-preto-e-branco","Pouco Preocupante"
"Sporophila nigricollis","baiano","Pouco Preocupante"
"Sporophila ardesiaca","papa-capim-de-costas-cinza","Pouco Preocupante"
"Sporophila caerulescens","coleirinho","Pouco Preocupante"
"Sporophila albogularis","golinho","Pouco Preocupante"
"Sporophila leucoptera","chorao","Pouco Preocupante"
"Sporophila nigrorufa","caboclinho-do-sertao","Vulnerável"
"Sporophila bouvreuil","caboclinho","Pouco Preocupante"
"Sporophila pileata","caboclinho-coroado","Pouco Preocupante"
"Sporophila minuta","caboclinho-lindo","Pouco Preocupante"
"Sporophila hypoxantha","caboclinho-de-barriga-vermelha","Pouco Preocupante"
"Sporophila ruficollis","caboclinho-de-papo-escuro","Quase Ameaçada"
"Sporophila iberaensis","caboclinho-do-pantanal",NA
"Sporophila palustris","caboclinho-de-papo-branco","Em Perigo"
"Sporophila castaneiventris","caboclinho-de-peito-castanho","Pouco Preocupante"
"Sporophila hypochroma","caboclinho-de-sobre-ferrugem","Quase Ameaçada"
"Sporophila cinnamomea","caboclinho-de-chapeu-cinzento","Vulnerável"
"Sporophila melanogaster","caboclinho-de-barriga-preta","Quase Ameaçada"
"Sporophila angolensis","curio","Pouco Preocupante"
"Sporophila crassirostris","bicudinho","Pouco Preocupante"
"Sporophila maximiliani","bicudo","Vulnerável"
"Dolospingus fringilloides","papa-capim-de-coleira","Pouco Preocupante"
"Poospiza nigrorufa","quem-te-vestiu","Pouco Preocupante"
"Thlypopsis sordida","sai-canario","Pouco Preocupante"
"Thlypopsis pyrrhocoma","cabecinha-castanha","Pouco Preocupante"
"Castanozoster thoracicus","peito-pinhao","Pouco Preocupante"
"Cypsnagra hirundinacea","bandoleta","Pouco Preocupante"
"Donacospiza albifrons","tico-tico-do-banhado","Pouco Preocupante"
"Microspingus lateralis","quete-do-sudeste","Pouco Preocupante"
"Microspingus cabanisi","quete-do-sul","Pouco Preocupante"
"Microspingus melanoleucus","capacetinho","Pouco Preocupante"
"Microspingus cinereus","capacetinho-do-oco-do-pau","Vulnerável"
"Conirostrum speciosum","figuinha-de-rabo-castanho","Pouco Preocupante"
"Conirostrum bicolor","figuinha-do-mangue","Quase Ameaçada"
"Conirostrum margaritae","figuinha-amazonica","Vulnerável"
"Sicalis citrina","canario-rasteiro","Pouco Preocupante"
"Sicalis flaveola","canario-da-terra","Pouco Preocupante"
"Sicalis columbiana","canario-do-amazonas","Pouco Preocupante"
"Sicalis luteola","tipio","Pouco Preocupante"
"Haplospiza unicolor","cigarra-bambu","Pouco Preocupante"
"Chloris chloris","verdelhao","Pouco Preocupante"
"Catamenia homochroa","patativa-da-amazonia","Pouco Preocupante"
"Diglossa duidae","fura-flor-escamoso","Pouco Preocupante"
"Diglossa major","fura-flor-grande","Pouco Preocupante"
"Pipraeidea melanonota","saira-viuva","Pouco Preocupante"
"Rauenia bonariensis","sanhaco-papa-laranja","Pouco Preocupante"
"Neothraupis fasciata","cigarra-do-campo","Quase Ameaçada"
"Gubernatrix cristata","cardeal-amarelo","Em Perigo"
"Diuca diuca","diuca","Pouco Preocupante"
"Stephanophorus diadematus","sanhaco-frade","Pouco Preocupante"
"Cissopis leverianus","tietinga","Pouco Preocupante"
"Schistochlamys melanopis","sanhaco-de-coleira","Pouco Preocupante"
"Schistochlamys ruficapillus","bico-de-veludo","Pouco Preocupante"
"Paroaria coronata","cardeal","Pouco Preocupante"
"Paroaria dominicana","cardeal-do-nordeste","Pouco Preocupante"
"Paroaria baeri","cardeal-do-araguaia","Pouco Preocupante"
"Paroaria xinguensis","cardeal-do-xingu",NA
"Paroaria gularis","cardeal-da-amazonia","Pouco Preocupante"
"Paroaria cervicalis","cardeal-da-bolivia",NA
"Paroaria capitata","cavalaria","Pouco Preocupante"
"Ixothraupis varia","saira-carijo","Pouco Preocupante"
"Ixothraupis punctata","saira-negaca","Pouco Preocupante"
"Ixothraupis guttata","saira-pintada","Pouco Preocupante"
"Ixothraupis xanthogastra","saira-de-barriga-amarela","Pouco Preocupante"
"Thraupis episcopus","sanhaco-da-amazonia","Pouco Preocupante"
"Thraupis sayaca","sanhaco-cinzento","Pouco Preocupante"
"Thraupis cyanoptera","sanhaco-de-encontro-azul","Quase Ameaçada"
"Thraupis palmarum","sanhaco-do-coqueiro","Pouco Preocupante"
"Thraupis ornata","sanhaco-de-encontro-amarelo","Pouco Preocupante"
"Stilpnia cyanoptera","saira-de-cabeca-preta","Pouco Preocupante"
"Stilpnia nigrocincta","saira-mascarada","Pouco Preocupante"
"Stilpnia cyanicollis","saira-de-cabeca-azul","Pouco Preocupante"
"Stilpnia peruviana","saira-sapucaia","Vulnerável"
"Stilpnia preciosa","saira-preciosa","Pouco Preocupante"
"Stilpnia cayana","saira-amarela","Pouco Preocupante"
"Tangara gyrola","saira-de-cabeca-castanha","Pouco Preocupante"
"Tangara schrankii","saira-ouro","Pouco Preocupante"
"Tangara fastuosa","saira-pintor","Vulnerável"
"Tangara seledon","saira-sete-cores","Pouco Preocupante"
"Tangara cyanocephala","saira-militar","Pouco Preocupante"
"Tangara cyanoventris","saira-douradinha","Pouco Preocupante"
"Tangara desmaresti","saira-lagarta","Pouco Preocupante"
"Tangara mexicana","saira-de-bando","Pouco Preocupante"
"Tangara brasiliensis","cambada-de-chaves","Pouco Preocupante"
"Tangara chilensis","sete-cores-da-amazonia","Pouco Preocupante"
"Tangara callophrys","saira-opala","Pouco Preocupante"
"Tangara velia","saira-diamante","Pouco Preocupante"
"Tangara cyanomelas","saira-perola","Pouco Preocupante"
